0,60,62,64,65,67,69,71
2000,61,64,69
4000,60,62,64,65,67,69,71
6000,62,67,71
8000,64,67,71
10000,60,62,64,65,67,69,71
12000,62,67,71
14000,60,62,64,65,67,69,71
16000,60,62,64,65,67,69,71
18000,61,64,69
20000,60,62,64,65,67,69,71
22000,62,67,71
24000,64,67,71
26000,60,62,64,65,67,69,71
28000,62,67,71
30000,60,62,64,65,67,69,71
