0,60,62,64,65,67,69,71
2000,60,62,64,65,67,69,71
4000,60,62,64,65,67,69,71
6000,60,62,64,65,67,69,71
8000,60,62,64,65,67,69,71
10000,60,62,64,65,67,69,71
12000,60,62,64,65,67,69,71
14000,60,62,64,65,67,69,71
16000,60,62,64,65,67,69,71
18000,60,62,64,65,67,69,71
20000,60,62,64,65,67,69,71
22000,60,62,64,65,67,69,71
24000,60,62,64,65,67,69,71
26000,60,62,64,65,67,69,71
28000,60,62,64,65,67,69,71
30000,60,62,64,65,67,69,71
